genomes	D_Alanine0	D_Glutamate0	D_Methionine0	D_Serine0	Glycine0	L_Alanine0	L_Arginine0	L_Asparagine0	L_Aspartate0	L_Cysteine0	L_Glutamate0	L_Glutamine0	L_Histidine0	L_Isoleucine0	L_Leucine0	L_Lysine0	L_Methionine0	L_Phenylalanine0	L_Proline0	L_Serine0	L_Threonine0	L_Tryptophan0	L_Tyrosine0	L_Valine0	Choline0	Citrulline0	Hypoxanthine0	Inosine0	Tyramine0	D_Lactate0	L_Lactate0	Butyrate0	Formate0	Fumarate0	Propionate0	Chorismate0	Succinate0	Urocanate0	Adenine0	AMP0	UMP0	Uracil0	B1_Thiamin0	B2_Riboflavin0	B3_Niacin0	B6_Pyridoxal0	B7_BIOT0	B9_Folate0	Ethanol0	GABA0	H2O20	TMAO0	D_Alanine1	D_Glutamate1	D_Methionine1	D_Serine1	Glycine1	L_Alanine1	L_Arginine1	L_Asparagine1	L_Aspartate1	L_Cysteine1	L_Glutamate1	L_Glutamine1	L_Histidine1	L_Isoleucine1	L_Leucine1	L_Lysine1	L_Methionine1	L_Phenylalanine1	L_Proline1	L_Serine1	L_Threonine1	L_Tryptophan1	L_Tyrosine1	L_Valine1	Choline1	Citrulline1	Hypoxanthine1	Inosine1	Tyramine1	D_Lactate1	L_Lactate1	Butyrate1	Formate1	Fumarate1	Propionate1	Chorismate1	Succinate1	Urocanate1	Adenine1	AMP1	UMP1	Uracil1	B1_Thiamin1	B2_Riboflavin1	B3_Niacin1	B6_Pyridoxal1	B7_BIOT1	B9_Folate1	Ethanol1	GABA1	H2O21	TMAO1	D_Alanine2	D_Glutamate2	D_Methionine2	D_Serine2	Glycine2	L_Alanine2	L_Arginine2	L_Asparagine2	L_Aspartate2	L_Cysteine2	L_Glutamate2	L_Glutamine2	L_Histidine2	L_Isoleucine2	L_Leucine2	L_Lysine2	L_Methionine2	L_Phenylalanine2	L_Proline2	L_Serine2	L_Threonine2	L_Tryptophan2	L_Tyrosine2	L_Valine2	Choline2	Citrulline2	Hypoxanthine2	Inosine2	Tyramine2	D_Lactate2	L_Lactate2	Butyrate2	Formate2	Fumarate2	Propionate2	Chorismate2	Succinate2	Urocanate2	Adenine2	AMP2	UMP2	Uracil2	B1_Thiamin2	B2_Riboflavin2	B3_Niacin2	B6_Pyridoxal2	B7_BIOT2	B9_Folate2	Ethanol2	GABA2	H2O22	TMAO2
1590.310	0.3842	0.3594	0.2238	0.3445	0.2269	0.3842	0.258	0.1726	0.213	0.3444	0.2795	0.1949	0.3459	0.2894	0.2882	0.2904	0.2264	0.2996	0.3176	0.3632	0.3855	0.2296	0.277	0.3522	0.222	0.2323	0.4095	0.3107	0.2408	0.3922	0.3581	0.3392	0.3696	0.1693	0.3499	0.3311	0.1758	0.3368	0.1449	0.3283	0.4771	0.3925	0.1909	0.2654	0.2529	0.259	0.1589	0.3104	0.4525	0.2252	0.3797	0.2562	0.3842	0.3594	0.2238	0.3609	0.2269	0.3842	0.2307	0.1726	0.213	0.3346	0.2795	0.1949	0.3459	0.2324	0.2882	0.2925	0.2264	0.2685	0.3176	0.3609	0.3586	0.2271	0.2528	0.3522	0.2093	0.151	0.4095	0.2277	0.2541	0.3738	0.3528	0.2439	0.3685	0.1693	0.3184	0.3311	0.1758	0.3368	0.1449	0.3283	0.4771	0.3925	0.1866	0.2654	0.2529	0.2791	0.1589	0.3104	0.3161	0.2252	0.3579	0.237	0.3842	0.3594	0.2238	0.3773	0.2303	0.3842	0.2764	0.1726	0.213	0.3653	0.2795	0.1949	0.3459	0.3067	0.2882	0.3265	0.2264	0.2985	0.3176	0.3941	0.406	0.2296	0.278	0.3522	0.2158	0.2519	0.4095	0.3452	0.2844	0.3199	0.3431	0.3247	0.3877	0.1693	0.3803	0.3311	0.1758	0.3368	0.1449	0.3283	0.4771	0.3925	0.1957	0.2527	0.2746	0.2642	0.2035	0.3104	0.4447	0.2252	0.2542	0.2456
1590.323	0.3831	0.3591	0.2262	0.3445	0.2276	0.3831	0.2714	0.1727	0.2125	0.3524	0.2792	0.1948	0.3459	0.3386	0.2846	0.2846	0.2288	0.2983	0.3174	0.3632	0.4293	0.237	0.307	0.3521	0.2181	0.2314	0.4445	0.3809	0.24	0.418	0.3849	0.3304	0.3747	0.2733	0.382	0.3356	0.1749	0.3368	0.1452	0.3283	0.477	0.3924	0.2021	0.2654	0.2755	0.2909	0.1625	0.3042	0.4236	0.2249	0.2802	0.2745	0.3831	0.3591	0.2262	0.3616	0.2276	0.3831	0.2726	0.1727	0.2125	0.335	0.2792	0.1948	0.3459	0.2357	0.2846	0.2927	0.2288	0.2882	0.3174	0.3712	0.3594	0.237	0.3065	0.3521	0.1684	0.1506	0.4445	0.3141	0.292	0.3737	0.3527	0.2524	0.4428	0.2733	0.3219	0.3356	0.1749	0.3368	0.1452	0.3283	0.477	0.3924	0.2181	0.2654	0.2526	0.3304	0.159	0.3042	0.4398	0.2249	0.3764	0.2369	0.3831	0.3591	0.2262	0.3907	0.2311	0.3831	0.2795	0.1727	0.2125	0.3692	0.2792	0.1948	0.3459	0.3131	0.2846	0.3282	0.2288	0.2973	0.3174	0.3907	0.4203	0.237	0.3207	0.3521	0.2164	0.2559	0.4445	0.334	0.2874	0.3222	0.3491	0.33	0.3461	0.2733	0.3868	0.3356	0.1749	0.3368	0.1452	0.3283	0.477	0.3924	0.1958	0.2654	0.2743	0.2641	0.2053	0.3042	0.4517	0.2249	0.26	0.2465
1590.324	0.383	0.359	0.222	0.3539	0.2275	0.383	0.2718	0.1732	0.2133	0.3521	0.2791	0.1951	0.3718	0.3349	0.2844	0.29	0.2247	0.2982	0.3173	0.3539	0.4282	0.2396	0.3069	0.3521	0.2179	0.2315	0.4439	0.357	0.243	0.4169	0.3848	0.3262	0.3749	0.2735	0.3783	0.3352	0.1755	0.3375	0.1448	0.3283	0.4771	0.3923	0.1953	0.2653	0.2754	0.2908	0.1589	0.3042	0.4753	0.2305	0.2545	0.2746	0.383	0.359	0.222	0.3616	0.2275	0.383	0.2756	0.1732	0.2133	0.3349	0.2791	0.1951	0.3718	0.2315	0.2844	0.2923	0.2247	0.2714	0.3173	0.3616	0.3586	0.2369	0.3064	0.3521	0.1644	0.1506	0.4439	0.3143	0.2919	0.3636	0.3527	0.2443	0.4428	0.2735	0.3175	0.3352	0.1755	0.3375	0.1448	0.3283	0.4771	0.3923	0.2115	0.2527	0.2525	0.3098	0.1624	0.3042	0.4394	0.2305	0.3755	0.2399	0.383	0.359	0.222	0.3822	0.2275	0.383	0.2792	0.1732	0.2133	0.3689	0.2791	0.1951	0.3718	0.3094	0.2844	0.3277	0.2247	0.3012	0.3173	0.3992	0.409	0.2396	0.3206	0.3521	0.2218	0.2556	0.4439	0.3335	0.2873	0.3219	0.3487	0.3246	0.3461	0.2735	0.383	0.3352	0.1755	0.3375	0.1448	0.3283	0.4771	0.3923	0.1973	0.2588	0.2742	0.264	0.1994	0.3042	0.4512	0.2305	0.267	0.2462
1590.325	0.383	0.359	0.222	0.3474	0.2273	0.383	0.2711	0.173	0.213	0.3538	0.2791	0.1949	0.3459	0.3349	0.2838	0.29	0.2247	0.298	0.3173	0.3559	0.4113	0.2281	0.3067	0.3521	0.221	0.2313	0.4439	0.348	0.2398	0.4168	0.3846	0.3264	0.3745	0.2733	0.3783	0.3352	0.1749	0.3372	0.1448	0.3275	0.4764	0.3923	0.2014	0.2653	0.2754	0.2906	0.1589	0.307	0.4231	0.2249	0.2769	0.2743	0.383	0.359	0.222	0.3546	0.2273	0.383	0.2755	0.173	0.213	0.3363	0.2791	0.1949	0.3459	0.2678	0.2838	0.2923	0.2247	0.2836	0.3173	0.3637	0.3586	0.2281	0.3062	0.3521	0.1663	0.1506	0.4439	0.3149	0.2877	0.3739	0.3527	0.244	0.4425	0.2733	0.3175	0.3352	0.1749	0.3372	0.1448	0.3275	0.4764	0.3923	0.218	0.2653	0.2525	0.33	0.1624	0.307	0.4394	0.2249	0.381	0.2397	0.383	0.359	0.222	0.3923	0.2273	0.383	0.2792	0.173	0.213	0.3645	0.2791	0.1949	0.3459	0.3095	0.2838	0.3277	0.2247	0.2971	0.3173	0.3923	0.3945	0.2281	0.3205	0.3521	0.2138	0.2557	0.4439	0.3337	0.2872	0.3221	0.3488	0.3248	0.3459	0.2733	0.3831	0.3352	0.1749	0.3372	0.1448	0.3275	0.4764	0.3923	0.2031	0.2653	0.2742	0.2639	0.2015	0.307	0.4514	0.2249	0.2672	0.2463
1590.326	0.3831	0.3594	0.222	0.3386	0.2619	0.3831	0.241	0.173	0.2131	0.378	0.2795	0.1949	0.3704	0.3348	0.3046	0.2899	0.2247	0.2775	0.3176	0.3569	0.3955	0.2361	0.2637	0.3522	0.2066	0.2313	0.3322	0.3567	0.2525	0.4164	0.3843	0.3261	0.3663	0.1687	0.3801	0.3176	0.175	0.3384	0.1449	0.2739	0.3618	0.3913	0.2012	0.2813	0.2331	0.3236	0.1589	0.235	0.4746	0.2252	0.285	0.2742	0.3831	0.3594	0.222	0.3777	0.2619	0.3831	0.2206	0.173	0.2131	0.3354	0.2795	0.1949	0.3704	0.2678	0.3046	0.3106	0.2247	0.2657	0.3176	0.4029	0.3407	0.2361	0.2465	0.3522	0.1879	0.1506	0.3322	0.2874	0.2133	0.3737	0.3527	0.2442	0.4428	0.1687	0.3175	0.3232	0.175	0.3384	0.1449	0.2739	0.3618	0.3913	0.2065	0.2813	0.1959	0.3278	0.1589	0.235	0.4395	0.2252	0.3662	0.2457	0.3831	0.3594	0.222	0.2558	0.2619	0.3831	0.2575	0.173	0.2131	0.3641	0.2795	0.1949	0.3704	0.3094	0.3046	0.3194	0.2247	0.2699	0.3176	0.2605	0.409	0.2389	0.2459	0.3522	0.2339	0.2555	0.3322	0.3335	0.2504	0.3218	0.3486	0.3246	0.346	0.1687	0.383	0.2815	0.175	0.3384	0.1449	0.2739	0.3743	0.3913	0.1812	0.3146	0.2378	0.2858	0.1994	0.235	0.4512	0.2252	0.2748	0.2462
1590.327	0.3832	0.3592	0.2292	0.3407	0.2617	0.3832	0.2412	0.1731	0.2175	0.3756	0.2794	0.195	0.3717	0.3349	0.2847	0.292	0.232	0.2737	0.3176	0.3591	0.3821	0.2323	0.2638	0.3522	0.2068	0.2314	0.4222	0.3479	0.2526	0.4165	0.3845	0.3292	0.3748	0.1281	0.4028	0.3177	0.1825	0.3413	0.1558	0.3262	0.4751	0.395	0.211	0.2709	0.2298	0.332	0.1608	0.236	0.4359	0.2251	0.3187	0.2755	0.3832	0.3592	0.2292	0.347	0.2617	0.3832	0.2477	0.1731	0.2175	0.3366	0.2794	0.195	0.3717	0.2679	0.2847	0.3404	0.232	0.2832	0.3176	0.3564	0.3374	0.2323	0.2381	0.3522	0.1664	0.1543	0.4222	0.2885	0.2381	0.3796	0.3591	0.2368	0.4428	0.1281	0.3208	0.3232	0.1825	0.3413	0.1558	0.3262	0.4751	0.395	0.2007	0.2778	0.1958	0.3293	0.1643	0.236	0.4448	0.2251	0.3715	0.2397	0.3832	0.3592	0.2292	0.2573	0.2617	0.3832	0.2575	0.1731	0.2175	0.3678	0.2794	0.195	0.3717	0.3093	0.2847	0.3214	0.232	0.2699	0.3176	0.2621	0.4043	0.2323	0.2459	0.3522	0.2369	0.2555	0.4222	0.338	0.2504	0.3256	0.3485	0.3276	0.3461	0.1281	0.3856	0.2839	0.1825	0.3413	0.1558	0.3262	0.4751	0.395	0.1933	0.3299	0.2412	0.2873	0.2259	0.236	0.451	0.2251	0.3163	0.2462
1590.328	0.3837	0.3593	0.2255	0.3389	0.262	0.3837	0.2414	0.1637	0.1685	0.374	0.2794	0.1795	0.3637	0.3352	0.2849	0.2761	0.2282	0.274	0.3175	0.3573	0.3983	0.2363	0.264	0.3522	0.2042	0.2314	0.4225	0.3571	0.2528	0.4169	0.3849	0.3262	0.3663	0.1281	0.4033	0.318	0.1825	0.3682	0.1559	0.3281	0.4769	0.3952	0.205	0.2781	0.2333	0.3261	0.1606	0.2393	0.4364	0.2251	0.33	0.2744	0.3837	0.3593	0.2255	0.3782	0.262	0.3837	0.2227	0.1637	0.1685	0.3431	0.2794	0.1795	0.3637	0.2681	0.2849	0.2944	0.2282	0.2621	0.3175	0.4034	0.3374	0.2363	0.2438	0.3522	0.1664	0.1543	0.4225	0.2809	0.2028	0.3798	0.3593	0.244	0.4427	0.1281	0.321	0.3236	0.1825	0.3682	0.1559	0.3281	0.4769	0.3952	0.2043	0.2854	0.1959	0.3222	0.1606	0.2393	0.4441	0.2251	0.3763	0.2399	0.3837	0.3593	0.2255	0.2562	0.262	0.3837	0.2577	0.1637	0.1685	0.3667	0.2794	0.1795	0.3637	0.3096	0.2849	0.299	0.2282	0.2702	0.3175	0.2609	0.4116	0.2391	0.2462	0.3522	0.2235	0.2557	0.4225	0.3381	0.2505	0.3181	0.3489	0.3245	0.3461	0.1281	0.3859	0.2841	0.1825	0.3682	0.1559	0.3281	0.4769	0.3952	0.1847	0.3177	0.2378	0.2818	0.2258	0.2393	0.4517	0.2251	0.3275	0.2464
1590.329	0.3837	0.3593	0.2255	0.3479	0.262	0.3837	0.2338	0.1637	0.1685	0.374	0.2794	0.1795	0.3637	0.3352	0.2849	0.2761	0.2282	0.2779	0.3175	0.3479	0.3983	0.2363	0.264	0.3522	0.2042	0.2314	0.4225	0.3571	0.2528	0.4169	0.3849	0.3262	0.3673	0.1281	0.4033	0.318	0.1825	0.3682	0.1559	0.3283	0.477	0.3952	0.2034	0.2854	0.2333	0.3331	0.1606	0.2393	0.4364	0.2251	0.319	0.2744	0.3837	0.3593	0.2255	0.3782	0.262	0.3837	0.2227	0.1637	0.1685	0.3431	0.2794	0.1795	0.3637	0.2681	0.2849	0.2944	0.2282	0.2621	0.3175	0.4034	0.3374	0.2363	0.2438	0.3522	0.1702	0.1543	0.4225	0.2851	0.2052	0.37	0.3593	0.244	0.4427	0.1281	0.321	0.3236	0.1825	0.3682	0.1559	0.3283	0.477	0.3952	0.2048	0.2781	0.1959	0.3222	0.1606	0.2393	0.4441	0.2251	0.371	0.2368	0.3837	0.3593	0.2255	0.2562	0.262	0.3837	0.2577	0.1637	0.1685	0.3667	0.2794	0.1795	0.3637	0.3096	0.2849	0.299	0.2282	0.2702	0.3175	0.2609	0.4116	0.2391	0.2462	0.3522	0.2261	0.2557	0.4225	0.3381	0.2505	0.3259	0.3489	0.3245	0.3461	0.1281	0.3859	0.2841	0.1825	0.3682	0.1559	0.3283	0.477	0.3952	0.1832	0.3302	0.2378	0.2819	0.2258	0.2393	0.4517	0.2251	0.3165	0.2464
1590.330	0.3831	0.3594	0.2216	0.3386	0.2619	0.3831	0.241	0.173	0.2131	0.378	0.2795	0.1949	0.3704	0.3342	0.3046	0.2899	0.2243	0.2774	0.3176	0.3569	0.3955	0.2361	0.2637	0.3521	0.2093	0.2313	0.3322	0.3478	0.2493	0.4164	0.3843	0.3252	0.3748	0.1687	0.3795	0.3176	0.175	0.3384	0.1449	0.2739	0.3743	0.3912	0.1996	0.2813	0.2331	0.3235	0.1585	0.235	0.4746	0.2252	0.2613	0.2742	0.3831	0.3594	0.2216	0.3777	0.2619	0.3831	0.2206	0.173	0.2131	0.3354	0.2795	0.1949	0.3704	0.2671	0.3046	0.3106	0.2243	0.2657	0.3176	0.4029	0.3407	0.2389	0.2465	0.3521	0.1831	0.1506	0.3322	0.2874	0.2158	0.3737	0.3527	0.2434	0.4428	0.1687	0.3167	0.3232	0.175	0.3384	0.1449	0.284	0.3743	0.3912	0.2005	0.2813	0.1959	0.3356	0.162	0.235	0.4395	0.2252	0.3716	0.2426	0.3831	0.3594	0.2216	0.2558	0.2619	0.3831	0.2575	0.173	0.2131	0.3641	0.2795	0.1949	0.3704	0.3087	0.3046	0.3194	0.2243	0.2732	0.3176	0.2605	0.409	0.2361	0.2459	0.3521	0.2367	0.2555	0.3322	0.3335	0.2504	0.3218	0.3486	0.3237	0.346	0.1687	0.3823	0.2815	0.175	0.3384	0.1449	0.284	0.3618	0.3912	0.1832	0.327	0.2413	0.2792	0.201	0.235	0.4512	0.2252	0.2748	0.2462
1590.331	0.3837	0.3593	0.2255	0.3479	0.262	0.3837	0.2414	0.1637	0.1685	0.374	0.2794	0.1795	0.3637	0.3352	0.2849	0.2761	0.2282	0.2779	0.3175	0.3479	0.3983	0.2363	0.264	0.3522	0.2153	0.2314	0.4225	0.3481	0.2528	0.4169	0.3849	0.3262	0.3749	0.1281	0.4033	0.318	0.1825	0.3682	0.1559	0.3283	0.477	0.3952	0.2034	0.2854	0.2333	0.3331	0.1606	0.2393	0.4364	0.2251	0.319	0.2744	0.3837	0.3593	0.2255	0.3782	0.262	0.3837	0.2227	0.1637	0.1685	0.3431	0.2794	0.1795	0.3637	0.2681	0.2849	0.2944	0.2282	0.2621	0.3175	0.4034	0.3374	0.2363	0.2438	0.3522	0.1702	0.1543	0.4225	0.2851	0.2052	0.37	0.3593	0.244	0.4427	0.1281	0.321	0.3236	0.1825	0.3682	0.1559	0.3283	0.477	0.3952	0.1973	0.2781	0.1959	0.3222	0.1606	0.2393	0.4441	0.2251	0.371	0.2368	0.3837	0.3593	0.2255	0.2562	0.262	0.3837	0.2577	0.1637	0.1685	0.3667	0.2794	0.1795	0.3637	0.3096	0.2849	0.299	0.2282	0.2735	0.3175	0.2609	0.4116	0.2363	0.2462	0.3522	0.2235	0.2557	0.4225	0.3381	0.2505	0.3181	0.3489	0.3245	0.3461	0.1281	0.3859	0.2841	0.1825	0.3682	0.1559	0.3283	0.477	0.3952	0.1818	0.3302	0.2378	0.2819	0.2258	0.2393	0.4517	0.2251	0.3165	0.2464
1590.332	0.3831	0.3594	0.222	0.3386	0.2619	0.3831	0.241	0.173	0.2131	0.378	0.2795	0.1949	0.3704	0.3348	0.3046	0.2899	0.2247	0.2735	0.3176	0.3475	0.3955	0.2361	0.2637	0.3521	0.2121	0.2313	0.3322	0.3567	0.2525	0.4164	0.3843	0.3261	0.3672	0.1687	0.3801	0.3176	0.175	0.3384	0.1449	0.2739	0.3743	0.3912	0.1996	0.2813	0.2331	0.3235	0.1589	0.235	0.4746	0.2252	0.2767	0.2742	0.3831	0.3594	0.222	0.3777	0.2619	0.3831	0.2206	0.173	0.2131	0.3354	0.2795	0.1949	0.3704	0.2678	0.3046	0.3106	0.2247	0.2618	0.3176	0.4029	0.3407	0.2389	0.2465	0.3521	0.1855	0.1506	0.3322	0.2874	0.2158	0.3737	0.3527	0.2442	0.4428	0.1687	0.3175	0.3232	0.175	0.3384	0.1449	0.2739	0.3743	0.3912	0.1995	0.2672	0.1959	0.3294	0.1589	0.235	0.4395	0.2252	0.3661	0.2426	0.3831	0.3594	0.222	0.2558	0.2619	0.3831	0.2575	0.173	0.2131	0.3641	0.2795	0.1949	0.3704	0.3094	0.3046	0.3194	0.2247	0.2699	0.3176	0.2605	0.409	0.2361	0.2459	0.3521	0.2285	0.2555	0.3322	0.3335	0.2504	0.3218	0.3486	0.3246	0.346	0.1687	0.383	0.2815	0.175	0.3384	0.1449	0.2739	0.3618	0.3912	0.1811	0.3146	0.2378	0.2792	0.1994	0.235	0.4512	0.2252	0.2748	0.2462
1590.333	0.3831	0.3594	0.222	0.3386	0.2619	0.3831	0.241	0.173	0.2131	0.378	0.2795	0.1949	0.3704	0.3349	0.3046	0.2899	0.2247	0.2736	0.3176	0.3569	0.3955	0.2361	0.2637	0.3521	0.1988	0.2313	0.3322	0.3478	0.2525	0.4164	0.3843	0.3261	0.3748	0.1687	0.3801	0.3176	0.175	0.3384	0.1449	0.284	0.3743	0.3913	0.2012	0.2813	0.2297	0.3304	0.1625	0.235	0.4746	0.2252	0.2767	0.2742	0.3831	0.3594	0.222	0.3777	0.2619	0.3831	0.2206	0.173	0.2131	0.3101	0.2795	0.1949	0.3704	0.2317	0.3046	0.3106	0.2247	0.2658	0.3176	0.4029	0.3407	0.2389	0.2465	0.3521	0.1831	0.1506	0.3322	0.2874	0.2133	0.3637	0.3527	0.2442	0.4428	0.1687	0.3175	0.3232	0.175	0.3384	0.1449	0.284	0.3618	0.3913	0.2005	0.2672	0.1959	0.3278	0.1625	0.235	0.4395	0.2252	0.3716	0.2426	0.3831	0.3594	0.222	0.2558	0.2619	0.3831	0.2575	0.173	0.2131	0.3641	0.2795	0.1949	0.3704	0.3094	0.3046	0.3194	0.2247	0.2733	0.3176	0.2605	0.409	0.2361	0.2424	0.3521	0.2367	0.2555	0.3322	0.3335	0.2504	0.3218	0.3486	0.3246	0.346	0.1687	0.383	0.2815	0.175	0.3384	0.1449	0.284	0.3743	0.3913	0.1812	0.327	0.2413	0.2857	0.1994	0.235	0.4512	0.2252	0.267	0.2462
1590.334	0.3837	0.3593	0.2255	0.3389	0.262	0.3837	0.2338	0.1637	0.1685	0.374	0.2794	0.1916	0.3637	0.3352	0.2849	0.2761	0.2282	0.274	0.3175	0.3573	0.3983	0.2363	0.264	0.3522	0.2124	0.2314	0.4225	0.3481	0.2496	0.4169	0.3849	0.3262	0.3749	0.1281	0.4033	0.318	0.1825	0.3682	0.1559	0.3283	0.477	0.3952	0.205	0.2711	0.2299	0.3262	0.1606	0.2393	0.4364	0.2251	0.33	0.2744	0.3837	0.3593	0.2255	0.3782	0.262	0.3837	0.2227	0.1637	0.1685	0.3431	0.2794	0.1795	0.3637	0.2681	0.2849	0.2944	0.2282	0.2621	0.3175	0.4034	0.3374	0.2363	0.2438	0.3522	0.1702	0.1543	0.4225	0.2809	0.2052	0.37	0.3593	0.244	0.4427	0.1281	0.321	0.3236	0.1825	0.3682	0.1559	0.3283	0.477	0.3952	0.1999	0.2711	0.1959	0.3222	0.1606	0.2393	0.4441	0.2251	0.371	0.2368	0.3837	0.3593	0.2255	0.2562	0.262	0.3837	0.2577	0.1637	0.1685	0.3667	0.2794	0.1795	0.3637	0.3096	0.2849	0.299	0.2282	0.2735	0.3175	0.2609	0.4116	0.2363	0.2462	0.3522	0.2314	0.2557	0.4225	0.3381	0.2474	0.3259	0.3489	0.3245	0.3461	0.1281	0.3859	0.2841	0.1825	0.3682	0.1559	0.3283	0.477	0.3952	0.1872	0.3302	0.2413	0.2884	0.2258	0.2393	0.4517	0.2251	0.3165	0.2464
1590.335	0.3831	0.3593	0.2219	0.3536	0.2276	0.3831	0.2587	0.1727	0.2125	0.3511	0.2794	0.1947	0.3458	0.2887	0.2848	0.3026	0.2246	0.2949	0.3176	0.3713	0.3984	0.2369	0.2693	0.3521	0.2163	0.239	0.361	0.3604	0.2604	0.4017	0.402	0.3187	0.394	0.2733	0.3583	0.3313	0.1749	0.3368	0.1449	0.3282	0.4769	0.3924	0.1942	0.2654	0.2755	0.2589	0.159	0.3102	0.4751	0.225	0.2561	0.2695	0.3831	0.3593	0.2219	0.3615	0.231	0.3831	0.2275	0.1727	0.2125	0.334	0.2794	0.1947	0.3458	0.2318	0.2848	0.2922	0.2246	0.2685	0.3176	0.3615	0.3589	0.2369	0.3033	0.3521	0.1675	0.1506	0.361	0.3147	0.2541	0.3737	0.3527	0.222	0.4428	0.2733	0.3178	0.3313	0.1749	0.3368	0.1449	0.3282	0.4769	0.3924	0.2164	0.2654	0.2526	0.3099	0.159	0.3062	0.4335	0.225	0.3652	0.2398	0.3831	0.3593	0.2219	0.3778	0.231	0.3831	0.2762	0.1727	0.2125	0.3648	0.2794	0.1947	0.3458	0.3062	0.2848	0.326	0.2246	0.2985	0.3176	0.3946	0.416	0.2369	0.3175	0.3521	0.2191	0.2516	0.361	0.3452	0.2844	0.3304	0.3373	0.3171	0.3461	0.2733	0.3798	0.3313	0.1749	0.3368	0.1449	0.3282	0.4769	0.3924	0.1972	0.2527	0.2743	0.2639	0.208	0.3102	0.4442	0.225	0.2473	0.2464
1590.336	0.3832	0.3593	0.2218	0.3475	0.2619	0.3832	0.2291	0.1727	0.2126	0.3709	0.2794	0.1947	0.3459	0.3213	0.2862	0.2841	0.2245	0.2709	0.3176	0.3569	0.3954	0.236	0.2575	0.3522	0.2069	0.2313	0.3608	0.3518	0.2494	0.4112	0.3791	0.3263	0.3672	0.1687	0.3769	0.3145	0.175	0.3369	0.1449	0.3285	0.477	0.3912	0.1979	0.2742	0.2299	0.3329	0.1625	0.237	0.4676	0.2249	0.2633	0.2744	0.3832	0.3593	0.2218	0.3778	0.2619	0.3832	0.2207	0.1727	0.2126	0.3354	0.2794	0.1947	0.3459	0.2678	0.2862	0.3104	0.2245	0.2762	0.3176	0.403	0.3407	0.236	0.2679	0.3522	0.1675	0.1506	0.3608	0.2854	0.229	0.3638	0.3528	0.244	0.4428	0.1687	0.3175	0.3191	0.175	0.3369	0.1449	0.3285	0.477	0.3912	0.2062	0.2814	0.1959	0.3279	0.1589	0.2386	0.4338	0.2249	0.365	0.2368	0.3832	0.3593	0.2218	0.2522	0.2619	0.3832	0.2546	0.1727	0.2126	0.361	0.2794	0.1947	0.3459	0.3059	0.2862	0.3165	0.2245	0.2742	0.3176	0.2568	0.4057	0.236	0.246	0.3522	0.2314	0.2515	0.3608	0.345	0.2509	0.3303	0.3379	0.3246	0.3461	0.1687	0.3795	0.2784	0.175	0.3369	0.1449	0.3285	0.477	0.3912	0.1887	0.3232	0.2413	0.2817	0.2078	0.237	0.4446	0.2249	0.269	0.2463
1590.337	0.383	0.3591	0.2235	0.3569	0.2618	0.383	0.2397	0.1722	0.2162	0.3502	0.2791	0.1943	0.3463	0.2648	0.2881	0.3044	0.2262	0.2631	0.3173	0.3661	0.3916	0.2346	0.265	0.3521	0.2233	0.2016	0.4122	0.3601	0.2815	0.4283	0.4642	0.3263	0.3934	0.1276	0.321	0.2942	0.1818	0.3403	0.1556	0.284	0.3743	0.3951	0.1957	0.2852	0.225	0.308	0.1624	0.2392	0.4752	0.225	0.3229	0.2448	0.383	0.3591	0.2235	0.3004	0.2618	0.383	0.2225	0.1722	0.2162	0.3365	0.2791	0.1943	0.3463	0.2316	0.2881	0.34	0.2262	0.2797	0.3173	0.3081	0.3374	0.232	0.2282	0.3521	0.1881	0.1543	0.4122	0.2866	0.2371	0.3698	0.3591	0.2437	0.4424	0.1276	0.3207	0.319	0.1818	0.3403	0.1556	0.284	0.3743	0.3951	0.204	0.2709	0.1959	0.3356	0.1606	0.2392	0.4378	0.225	0.3707	0.2426	0.383	0.3591	0.2235	0.2534	0.2618	0.383	0.2545	0.1722	0.2162	0.3645	0.2791	0.207	0.367	0.3058	0.2881	0.318	0.2262	0.2739	0.3173	0.2581	0.4014	0.2346	0.2457	0.3521	0.2208	0.2514	0.4122	0.3495	0.2506	0.334	0.3326	0.3245	0.3455	0.1276	0.382	0.2807	0.1818	0.3403	0.1556	0.2738	0.3743	0.3951	0.1855	0.3259	0.2377	0.2857	0.2009	0.2392	0.4442	0.225	0.3203	0.2462
