Genome ID,Genome Name,Organism Name,species,NCBI Taxon ID,Genome Status,Strain,MLST,Culture Collection,Type Strain,Completion Date,Publication,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,RefSeq Accessions,Sequencing Centers,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosomes,Plasmids,Contigs,Sequences,Genome Length,GC Content,PATRIC CDS,BRC1 CDS,RefSeq CDS,Fermentation,Isolation Site,Isolation Source,Isolation Comments,Collection Date,Isolation Country,Geographic Location,Host Name,Host Gender,Host Age,Host Health,Body Sample Site,Body Sample Subsite,Other Clinical,AntiMicrobial Resistance,AntiMicrobial Resistance Evidence,Gram Stain,Cell Shape,Motility,Sporulation,Temperature Range,Optimal Temperature,Salinity,Oxygen Requirement,Habitat,Disease,Comments,Additional Metadata,Date Inserted,Date Modified
748671.3,Lactobacillus crispatus ST1,Lactobacillus crispatus ST1,crispatus,748671,Complete,ST1,,,,2010-04-22T00:00:00Z,20435723,PRJNA46813,SAMEA2272191,GCA_000091765.1,,FN692037,NC_014106,"Institute of Biotechnology, University of Helsinki, Finland|DNA Sequencing and Genomics lab, Institute of Biotechnology, University of Helsinki",complete,,,,1,,,1,2043161,36.88,1984,,2024,OHOL,gut_avian,"the crop of chickens, displays a strong protein-dependent adhesion to the epithelial cells of human vagina","isolated from the crop of chickens, displays a strong protein-dependent adhesion to the epithelial cells of human vagina",,,,"Human, Homo sapiens",,,,,,,,,+,Rod,No,No,Mesophilic,-,,Facultative,,,"Lactobacillus crispatus ST1. Lactobacillus crispatus is among the most prevalent species of the Lactobacillus-dominated human vaginal microbiota. Strain ST1, originally isolated from the crop of chickens, displays a strong protein-dependent adhesion to the epithelial cells of human vagina.",,2014-12-08T22:11:52.668Z,2015-03-16T03:17:09.594Z
47770.25,Lactobacillus crispatus strain 240_LCRI,,crispatus,47770,WGS,240_LCRI,,,,2015-07-10T00:00:00Z,,PRJNA267549,SAMN03197430,GCF_001063045.1,,JVOU01000000,,University of Washington,,Illumina HiSeq,29x,ABYSS v. 1.3.5,,,33,33,1796140,34.91,1731,,,OHOL,unknown,,,,United States,USA: WA,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Whole genome sequencing of bacterial isolates over a 1-year period from a hospital's intensive care units.,collected_by:UW clinical laboratory,2016-01-17T16:16:19.744Z,2016-01-17T16:16:19.744Z
47770.64,Lactobacillus crispatus strain ATCC 33820,,crispatus,47770,WGS,ATCC 33820,,ATCC:33820,,2017-04-12T00:00:00Z,,,,,,NARH00000000,,,,,,,,,129,129,2069542,36.62,2195,,2061,OHOL,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-28T15:43:15.247Z,2017-05-28T15:43:15.247Z
47770.42,Lactobacillus crispatus strain C037,,crispatus,47770,WGS,C037,,,,2016-08-05T00:00:00Z,,PRJNA316969,SAMN05244202,GCF_001700475.1,,MAKH00000000,,Loyola University Chicago,,Illumina MiSeq,113.0x,Velvet v. 1.20.09,,,96,96,2147773,36.64,2248,,,OHOL,other_human,Urine,isolated bacteria,17-Nov-2013,United States,"USA: Maywood, IL","Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Recently, bacterial communities (microbiota) have been discovered in the female bladder. Thus, the “sterile urine” paradigm is no longer valid. In an effort to provide a comprehensive view of the newly discovered female urinary microbiota (FUM), we have established an Enhanced Quantitative Urine Culture (EQUC) protocol. EQUC isolates bacteria from 75-90% of urine samples deemed ‘no growth’ by the standard clinical microbiology urine culture method. We have begun to sequence and annotate the genomes of these isolated bacteria.",sample_type:Urine Culture,2016-09-11T18:45:10.167Z,2016-09-11T18:45:10.167Z
47770.44,Lactobacillus crispatus strain C25,,crispatus,47770,WGS,C25,,,,2016-08-13T00:00:00Z,,PRJNA336560,SAMN05513271,GCF_001704465.1,,MCJG00000000,,RTI International,,Illumina MiSeq,79.0x,MIRA v. 4.9.5_2,,,97,97,2341728,36.81,2451,,2285,OHOL,gut_avian,chicken gut,isolated from chicken gut,25-Mar-2013,United States,USA: North Carolina,"Chicken, Gallus gallus",,,,,,,,,,,,,,,,,,,"Multiple strains of probiotic bacteria were isolated from chicken gut. The goals are to sequence and assemble these strains, then characterize these strains in comparison to their close relatives.",sample_type:cell culture,2016-09-11T19:50:11.194Z,2016-09-11T19:50:11.194Z
47770.138,Lactobacillus crispatus strain DISK12,,crispatus,47770,WGS,DISK12,,,,2017-12-05T00:00:00Z,,PRJNA342901,SAMN05770992,GCA_002811165.1,,MKXG01000000,,CSIR-Institute of Microbial Technology,,Illumina MiSeq,205.0x,CLC NGS Cell v. 6,,,450,450,2514332,36.53,2864,,2654,OHOL,oral_human,oral cavity,,17-March-2016,India,India: Chandigarh,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Lactobacillus is one the predominant genus associated with human microbiome. Isolation of many Lactobacillus species, have already been reported in the past. However, fewer isolates are available from the oral cavity of healthy individuals. This isolate will contribute in comparative studies of this genus.",sample_type:Whole organism,2018-01-01T03:46:52.219Z,2018-01-01T03:46:52.219Z
47770.37,Lactobacillus crispatus strain JCM 5810,,crispatus,47770,WGS,JCM 5810,,,,2016-02-24T00:00:00Z,,PRJNA312502,SAMN04498476,GCF_001567095.1,,LSVK00000000,,University of Illinois,,Illumina MiSeq,750.0x,CLC Genomic Workbench v. 8.5.1,,,7,7,2048451,36.8,2046,,,OHOL,unknown,,,2015-10,Japan,Japan,"Chicken, Gallus gallus",,,,,,,,,,,,,,C,,,,,The goal is to provide genome traits of L. crispatus JCM5810 for the understanding of its probiotic potential,sample_type:Single bacterial culture,2016-03-18T02:20:08.416Z,2016-03-18T02:20:08.416Z
47770.43,Lactobacillus crispatus strain OAB24-B,,crispatus,47770,WGS,OAB24-B,,,,2016-08-05T00:00:00Z,,PRJNA316969,SAMN05244207,GCA_001700485.1,,MAMR00000000,,Loyola University Chicago,,Illumina MiSeq,118.0x,Velvet v. 1.20.09,,,752,752,2006254,37.27,2262,,,OHOL,other_human,Urine,isolated bacteria,22-Apr-2013,United States,"USA: Maywood, IL","Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Recently, bacterial communities (microbiota) have been discovered in the female bladder. Thus, the “sterile urine” paradigm is no longer valid. In an effort to provide a comprehensive view of the newly discovered female urinary microbiota (FUM), we have established an Enhanced Quantitative Urine Culture (EQUC) protocol. EQUC isolates bacteria from 75-90% of urine samples deemed ‘no growth’ by the standard clinical microbiology urine culture method. We have begun to sequence and annotate the genomes of these isolated bacteria.",sample_type:Urine Culture,2016-09-11T18:46:10.906Z,2016-09-11T18:46:10.906Z
47770.36,Lactobacillus crispatus strain PSS7772C,,crispatus,47770,WGS,PSS7772C,,,,2016-02-18T00:00:00Z,,PRJNA272101,SAMN03854351,GCF_001563615.1,,LSQY00000000,,The Genome Institute at Washington University,,Illumina,90x,Velvet v. 1.1.06,,,215,215,2389793,36.45,2600,,2566,OHOL,other_human,urine,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,HMP reference genome,,2016-03-01T21:22:48.536Z,2016-03-01T21:22:48.536Z
47770.67,Lactobacillus crispatus strain UMNLC1,,crispatus,47770,WGS,UMNLC1,,,,2017-07-14T00:00:00Z,,PRJNA312549,SAMN04498973,,,LYQR00000000,,University of Minnesota,,Illumina MiSeq,81.0x,CLC Genomics Workbench v. 8,,,69,69,2188265,36.91,2294,,2156,OHOL,gut_avian,ileum,,2014,United States,USA,Meleagris gallopavo,,,,,,,,,,,,,,,,,,,Comparative analysis of Lactobacillus from commercial turkeys,sample_type:not applicable,2017-07-23T06:58:53.356Z,2017-07-23T06:58:53.356Z
47770.75,Lactobacillus crispatus strain UMNLC10,,crispatus,47770,WGS,UMNLC10,,,,2017-07-14T00:00:00Z,,PRJNA312549,SAMN04498982,,,LYRA00000000,,University of Minnesota,,Illumina MiSeq,81.0x,CLC Genomics Workbench v. 8,,,54,54,2046138,36.87,2122,,1992,OHOL,gut_avian,ileum,,2014,United States,USA,Meleagris gallopavo,,,,,,,,,,,,,,,,,,,Comparative analysis of Lactobacillus from commercial turkeys,sample_type:not applicable,2017-07-23T07:05:50.395Z,2017-07-23T07:05:50.395Z
47770.76,Lactobacillus crispatus strain UMNLC11,,crispatus,47770,WGS,UMNLC11,,,,2017-07-14T00:00:00Z,,PRJNA312549,SAMN04498983,,,LYRB00000000,,University of Minnesota,,Illumina MiSeq,81.0x,CLC Genomics Workbench v. 8,,,73,73,2039742,36.97,2122,,1986,OHOL,gut_avian,ileum,,2014,United States,USA,Meleagris gallopavo,,,,,,,,,,,,,,,,,,,Comparative analysis of Lactobacillus from commercial turkeys,sample_type:not applicable,2017-07-23T07:01:36.909Z,2017-07-23T07:01:36.909Z
47770.78,Lactobacillus crispatus strain UMNLC12,,crispatus,47770,WGS,UMNLC12,,,,2017-07-14T00:00:00Z,,PRJNA312549,SAMN04498984,,,LYRC00000000,,University of Minnesota,,Illumina MiSeq,81.0x,CLC Genomics Workbench v. 8,,,59,59,2082133,36.86,2140,,2013,OHOL,gut_avian,ileum,,2014,United States,USA,Meleagris gallopavo,,,,,,,,,,,,,,,,,,,Comparative analysis of Lactobacillus from commercial turkeys,sample_type:not applicable,2017-07-23T07:07:23.034Z,2017-07-23T07:07:23.034Z
47770.77,Lactobacillus crispatus strain UMNLC13,,crispatus,47770,WGS,UMNLC13,,,,2017-07-14T00:00:00Z,,PRJNA312549,SAMN04498985,,,LYRD00000000,,University of Minnesota,,Illumina MiSeq,81.0x,CLC Genomics Workbench v. 8,,,110,110,2021204,37.03,2110,,1968,OHOL,gut_avian,ileum,,2014,United States,USA,Meleagris gallopavo,,,,,,,,,,,,,,,,,,,Comparative analysis of Lactobacillus from commercial turkeys,sample_type:not applicable,2017-07-23T07:03:45.573Z,2017-07-23T07:03:45.573Z
47770.79,Lactobacillus crispatus strain UMNLC14,,crispatus,47770,WGS,UMNLC14,,,,2017-07-14T00:00:00Z,,PRJNA312549,SAMN04498986,,,LYRE00000000,,University of Minnesota,,Illumina MiSeq,81.0x,CLC Genomics Workbench v. 8,,,81,81,1988281,36.98,2062,,1939,OHOL,gut_avian,ileum,,2014,United States,USA,Meleagris gallopavo,,,,,,,,,,,,,,,,,,,Comparative analysis of Lactobacillus from commercial turkeys,sample_type:not applicable,2017-07-23T07:05:44.080Z,2017-07-23T07:05:44.080Z
47770.80,Lactobacillus crispatus strain UMNLC15,,crispatus,47770,WGS,UMNLC15,,,,2017-07-14T00:00:00Z,,PRJNA312549,SAMN04498987,,,LYRF00000000,,University of Minnesota,,Illumina MiSeq,81.0x,CLC Genomics Workbench v. 8,,,81,81,2027947,36.91,2125,,1988,OHOL,gut_avian,ileum,,2014,United States,USA,Meleagris gallopavo,,,,,,,,,,,,,,,,,,,Comparative analysis of Lactobacillus from commercial turkeys,sample_type:not applicable,2017-07-23T07:08:00.191Z,2017-07-23T07:08:00.191Z
47770.81,Lactobacillus crispatus strain UMNLC16,,crispatus,47770,WGS,UMNLC16,,,,2017-07-14T00:00:00Z,,PRJNA312549,SAMN04498988,,,LYRG00000000,,University of Minnesota,,Illumina MiSeq,81.0x,CLC Genomics Workbench v. 8,,,56,56,2135057,37.06,2255,,2112,OHOL,gut_avian,ileum,,2014,United States,USA,Meleagris gallopavo,,,,,,,,,,,,,,,,,,,Comparative analysis of Lactobacillus from commercial turkeys,sample_type:not applicable,2017-07-23T07:09:45.725Z,2017-07-23T07:09:45.725Z
47770.82,Lactobacillus crispatus strain UMNLC18,,crispatus,47770,WGS,UMNLC18,,,,2017-07-14T00:00:00Z,,PRJNA312549,SAMN04498990,,,LYRH00000000,,University of Minnesota,,Illumina MiSeq,81.0x,CLC Genomics Workbench v. 8,,,76,76,2039767,36.77,2095,,1977,OHOL,gut_avian,ileum,,2014,United States,USA,Meleagris gallopavo,,,,,,,,,,,,,,,,,,,Comparative analysis of Lactobacillus from commercial turkeys,sample_type:not applicable,2017-07-23T07:05:42.297Z,2017-07-23T07:05:42.297Z
47770.83,Lactobacillus crispatus strain UMNLC19,,crispatus,47770,WGS,UMNLC19,,,,2017-07-14T00:00:00Z,,PRJNA312549,SAMN04498991,,,LYRI00000000,,University of Minnesota,,Illumina MiSeq,81.0x,CLC Genomics Workbench v. 8,,,75,75,2052874,36.77,2111,,1989,OHOL,gut_avian,ileum,,2014,United States,USA,Meleagris gallopavo,,,,,,,,,,,,,,,,,,,Comparative analysis of Lactobacillus from commercial turkeys,sample_type:not applicable,2017-07-23T07:06:26.838Z,2017-07-23T07:06:26.838Z
47770.66,Lactobacillus crispatus strain UMNLC2,,crispatus,47770,WGS,UMNLC2,,,,2017-07-14T00:00:00Z,,PRJNA312549,SAMN04498974,,,LYQS00000000,,University of Minnesota,,Illumina MiSeq,81.0x,CLC Genomics Workbench v. 8,,,73,73,2014377,36.88,2086,,1953,OHOL,gut_avian,ileum,,2014,United States,USA,Meleagris gallopavo,,,,,,,,,,,,,,,,,,,Comparative analysis of Lactobacillus from commercial turkeys,sample_type:not applicable,2017-07-23T06:54:54.005Z,2017-07-23T06:54:54.005Z
47770.84,Lactobacillus crispatus strain UMNLC20,,crispatus,47770,WGS,UMNLC20,,,,2017-07-14T00:00:00Z,,PRJNA312549,SAMN04498992,,,LYRJ00000000,,University of Minnesota,,Illumina MiSeq,81.0x,CLC Genomics Workbench v. 8,,,67,67,2041080,36.82,2105,,1980,OHOL,gut_avian,ileum,,2014,United States,USA,Meleagris gallopavo,,,,,,,,,,,,,,,,,,,Comparative analysis of Lactobacillus from commercial turkeys,sample_type:not applicable,2017-07-23T07:06:28.564Z,2017-07-23T07:06:28.564Z
47770.85,Lactobacillus crispatus strain UMNLC21,,crispatus,47770,WGS,UMNLC21,,,,2017-07-14T00:00:00Z,,PRJNA312549,SAMN04498993,,,LYRK00000000,,University of Minnesota,,Illumina MiSeq,81.0x,CLC Genomics Workbench v. 8,,,68,68,2037325,36.82,2109,,1986,OHOL,gut_avian,ileum,,2014,United States,USA,Meleagris gallopavo,,,,,,,,,,,,,,,,,,,Comparative analysis of Lactobacillus from commercial turkeys,sample_type:not applicable,2017-07-23T07:08:41.801Z,2017-07-23T07:08:41.801Z
47770.86,Lactobacillus crispatus strain UMNLC22,,crispatus,47770,WGS,UMNLC22,,,,2017-07-14T00:00:00Z,,PRJNA312549,SAMN04498994,,,LYRL00000000,,University of Minnesota,,Illumina MiSeq,81.0x,CLC Genomics Workbench v. 8,,,67,67,2046075,36.82,2118,,1998,OHOL,gut_avian,ileum,,2014,United States,USA,Meleagris gallopavo,,,,,,,,,,,,,,,,,,,Comparative analysis of Lactobacillus from commercial turkeys,sample_type:not applicable,2017-07-23T07:10:10.778Z,2017-07-23T07:10:10.778Z
47770.89,Lactobacillus crispatus strain UMNLC23,,crispatus,47770,WGS,UMNLC23,,,,2017-07-14T00:00:00Z,,PRJNA312549,SAMN04498995,,,LYRM00000000,,University of Minnesota,,Illumina MiSeq,81.0x,CLC Genomics Workbench v. 8,,,63,63,2042440,36.84,2099,,1983,OHOL,gut_avian,ileum,,2014,United States,USA,Meleagris gallopavo,,,,,,,,,,,,,,,,,,,Comparative analysis of Lactobacillus from commercial turkeys,sample_type:not applicable,2017-07-23T07:10:09.403Z,2017-07-23T07:10:09.403Z
47770.87,Lactobacillus crispatus strain UMNLC24,,crispatus,47770,WGS,UMNLC24,,,,2017-07-14T00:00:00Z,,PRJNA312549,SAMN04498996,,,LYRN00000000,,University of Minnesota,,Illumina MiSeq,81.0x,CLC Genomics Workbench v. 8,,,68,68,2048771,36.84,2121,,2004,OHOL,gut_avian,ileum,,2014,United States,USA,Meleagris gallopavo,,,,,,,,,,,,,,,,,,,Comparative analysis of Lactobacillus from commercial turkeys,sample_type:not applicable,2017-07-23T07:10:17.489Z,2017-07-23T07:10:17.489Z
47770.88,Lactobacillus crispatus strain UMNLC25,,crispatus,47770,WGS,UMNLC25,,,,2017-07-14T00:00:00Z,,PRJNA312549,SAMN04498997,,,LYRO00000000,,University of Minnesota,,Illumina MiSeq,81.0x,CLC Genomics Workbench v. 8,,,69,69,2049656,36.83,2135,,2003,OHOL,gut_avian,ileum,,2014,United States,USA,Meleagris gallopavo,,,,,,,,,,,,,,,,,,,Comparative analysis of Lactobacillus from commercial turkeys,sample_type:not applicable,2017-07-23T07:10:49.092Z,2017-07-23T07:10:49.092Z
47770.68,Lactobacillus crispatus strain UMNLC3,,crispatus,47770,WGS,UMNLC3,,,,2017-07-14T00:00:00Z,,PRJNA312549,SAMN04498975,,,LYQT00000000,,University of Minnesota,,Illumina MiSeq,81.0x,CLC Genomics Workbench v. 8,,,64,64,2018029,36.86,2093,,1955,OHOL,gut_avian,ileum,,2014,United States,USA,Meleagris gallopavo,,,,,,,,,,,,,,,,,,,Comparative analysis of Lactobacillus from commercial turkeys,sample_type:not applicable,2017-07-23T06:59:30.732Z,2017-07-23T06:59:30.732Z
47770.69,Lactobacillus crispatus strain UMNLC4,,crispatus,47770,WGS,UMNLC4,,,,2017-07-14T00:00:00Z,,PRJNA312549,SAMN04498976,,,LYQU00000000,,University of Minnesota,,Illumina MiSeq,81.0x,CLC Genomics Workbench v. 8,,,62,62,2019585,36.86,2098,,1955,OHOL,gut_avian,ileum,,2014,United States,USA,Meleagris gallopavo,,,,,,,,,,,,,,,,,,,Comparative analysis of Lactobacillus from commercial turkeys,sample_type:not applicable,2017-07-23T07:00:34.670Z,2017-07-23T07:00:34.670Z
47770.73,Lactobacillus crispatus strain UMNLC5,,crispatus,47770,WGS,UMNLC5,,,,2017-07-14T00:00:00Z,,PRJNA312549,SAMN04498977,,,LYQV00000000,,University of Minnesota,,Illumina MiSeq,81.0x,CLC Genomics Workbench v. 8,,,50,50,2013867,36.94,2086,,1954,OHOL,gut_avian,ileum,,2014,United States,USA,Meleagris gallopavo,,,,,,,,,,,,,,,,,,,Comparative analysis of Lactobacillus from commercial turkeys,sample_type:not applicable,2017-07-23T07:05:52.848Z,2017-07-23T07:05:52.848Z
47770.71,Lactobacillus crispatus strain UMNLC6,,crispatus,47770,WGS,UMNLC6,,,,2017-07-14T00:00:00Z,,PRJNA312549,SAMN04498978,,,LYQW00000000,,University of Minnesota,,Illumina MiSeq,81.0x,CLC Genomics Workbench v. 8,,,49,49,2046835,36.87,2128,,1990,OHOL,gut_avian,ileum,,2014,United States,USA,Meleagris gallopavo,,,,,,,,,,,,,,,,,,,Comparative analysis of Lactobacillus from commercial turkeys,sample_type:not applicable,2017-07-23T07:01:43.841Z,2017-07-23T07:01:43.841Z
47770.74,Lactobacillus crispatus strain UMNLC7,,crispatus,47770,WGS,UMNLC7,,,,2017-07-14T00:00:00Z,,PRJNA312549,SAMN04498979,,,LYQX00000000,,University of Minnesota,,Illumina MiSeq,81.0x,CLC Genomics Workbench v. 8,,,71,71,2103358,36.95,2200,,2076,OHOL,gut_avian,ileum,,2014,United States,USA,Meleagris gallopavo,,,,,,,,,,,,,,,,,,,Comparative analysis of Lactobacillus from commercial turkeys,sample_type:not applicable,2017-07-23T07:08:54.024Z,2017-07-23T07:08:54.024Z
47770.70,Lactobacillus crispatus strain UMNLC8,,crispatus,47770,WGS,UMNLC8,,,,2017-07-14T00:00:00Z,,PRJNA312549,SAMN04498980,,,LYQY00000000,,University of Minnesota,,Illumina MiSeq,81.0x,CLC Genomics Workbench v. 8,,,74,74,2054274,36.93,2153,,2013,OHOL,gut_avian,ileum,,2014,United States,USA,Meleagris gallopavo,,,,,,,,,,,,,,,,,,,Comparative analysis of Lactobacillus from commercial turkeys,sample_type:not applicable,2017-07-23T06:59:32.147Z,2017-07-23T06:59:32.147Z
47770.72,Lactobacillus crispatus strain UMNLC9,,crispatus,47770,WGS,UMNLC9,,,,2017-07-14T00:00:00Z,,PRJNA312549,SAMN04498981,,,LYQZ00000000,,University of Minnesota,,Illumina MiSeq,81.0x,CLC Genomics Workbench v. 8,,,68,68,1954348,37.04,2025,,1903,OHOL,gut_avian,ileum,,2014,United States,USA,Meleagris gallopavo,,,,,,,,,,,,,,,,,,,Comparative analysis of Lactobacillus from commercial turkeys,sample_type:not applicable,2017-07-23T07:06:09.702Z,2017-07-23T07:06:09.702Z
47770.34,Lactobacillus crispatus strain VMC1,,crispatus,47770,WGS,VMC1,,,,2016-02-02T00:00:00Z,,PRJNA290636,SAMN03893599,GCF_001546015.1,,LJCZ00000000,,Virginia Commonwealth University,,Illumina HiSeq,128.0x,Velvet v. 2.3,,,267,267,2074052,36.78,2257,,2019,OHOL,vaginal_human,vaginal,,2009,United States,USA: Virginia,"Human, Homo sapiens",,,,,,,,,,,,,,C,,,,,Comparison of Lactobacillus crispatus strains from healthy women and those with bacterial vaginosis,sample_type:cell culture,2016-03-01T04:20:21.843Z,2016-03-01T04:20:21.843Z
47770.35,Lactobacillus crispatus strain VMC2,,crispatus,47770,WGS,VMC2,,,,2016-02-02T00:00:00Z,,PRJNA290636,SAMN03893600,GCF_001546025.1,,LJDA00000000,,Virginia Commonwealth University,,Illumina HiSeq,28.0x,CLC Bio v. 4.1,,,258,258,2201962,36.87,2461,,2112,OHOL,vaginal_human,vaginal,,2009,United States,USA: Virginia,"Human, Homo sapiens",,,,,,,,,,,,,,C,,,,,Comparison of Lactobacillus crispatus strains from healthy women and those with bacterial vaginosis,sample_type:cell culture,2016-03-01T04:27:18.664Z,2016-03-01T04:27:18.664Z
47770.28,Lactobacillus crispatus strain VMC3,,crispatus,47770,WGS,VMC3,,,,2016-01-26T00:00:00Z,26747455,PRJNA290636,SAMN03893601,GCF_001541385.1,,LJGP00000000,,Virginia Commonwealth University,,Illumina HiSeq,90.0x,CLC Bio v. 4.1,,,91,91,2201463,36.56,2269,,2010,OHOL,vaginal_human,vaginal,,2010,United States,USA: Virginia,"Human, Homo sapiens",,,,,,,,,,,,,,C,,,,,Comparison of Lactobacillus crispatus strains from healthy women and those with bacterial vaginosis,sample_type:cell culture,2016-02-29T19:21:57.837Z,2016-02-29T19:21:57.837Z
47770.29,Lactobacillus crispatus strain VMC4,,crispatus,47770,WGS,VMC4,,,,2016-01-26T00:00:00Z,26747455,PRJNA290636,SAMN03893602,GCF_001541405.1,,LJGQ00000000,,Virginia Commonwealth University,,Illumina HiSeq,207.0x,CLC Bio v. 4.1,,,244,244,2314219,36.78,2596,,2295,OHOL,vaginal_human,vaginal,,2010,United States,USA: Virginia,"Human, Homo sapiens",,,,,,,,,,,,,,C,,,,,Comparison of Lactobacillus crispatus strains from healthy women and those with bacterial vaginosis,sample_type:cell culture,2016-02-29T19:08:46.500Z,2016-02-29T19:08:46.500Z
47770.31,Lactobacillus crispatus strain VMC5,,crispatus,47770,WGS,VMC5,,,,2016-01-26T00:00:00Z,26747455,PRJNA290636,SAMN03893603,GCF_001541515.1,,LJOK00000000,,Virginia Commonwealth University,,Illumina GAIIx,236.0x,CLC Bio v. 4.1,,,259,259,2242963,36.91,2555,,2235,OHOL,vaginal_human,vaginal,,2010,United States,USA: Virginia,"Human, Homo sapiens",,,,,,,,,,,,,,C,,,,,Comparison of Lactobacillus crispatus strains from healthy women and those with bacterial vaginosis,sample_type:cell culture,2016-02-29T19:16:02.629Z,2016-02-29T19:16:02.629Z
47770.30,Lactobacillus crispatus strain VMC6,,crispatus,47770,WGS,VMC6,,,,2016-01-26T00:00:00Z,26747455,PRJNA290636,SAMN03893604,GCF_001541505.1,,LJOL00000000,,Virginia Commonwealth University,,Illumina GAIIx,215.0x,CLC Bio v. 4.1,,,253,253,2343949,36.79,2581,,2293,OHOL,vaginal_human,vaginal,,2010,United States,USA: Virginia,"Human, Homo sapiens",,,,,,,,,,,,,,C,,,,,Comparison of Lactobacillus crispatus strains from healthy women and those with bacterial vaginosis,sample_type:cell culture,2016-02-29T19:18:05.066Z,2016-02-29T19:18:05.066Z
47770.32,Lactobacillus crispatus strain VMC7,,crispatus,47770,WGS,VMC7,,,,2016-01-26T00:00:00Z,26747455,PRJNA290636,SAMN03893605,GCF_001541535.1,,LJOM00000000,,Virginia Commonwealth University,,Illumina GAIIx,232.0x,CLC Bio v. 4.1,,,247,247,2101584,36.63,2266,,2041,OHOL,vaginal_human,vaginal,,2009,United States,USA: Virginia,"Human, Homo sapiens",,,,,,,,,,,,,,C,,,,,Comparison of Lactobacillus crispatus strains from healthy women and those with bacterial vaginosis,sample_type:cell culture,2016-02-29T19:21:10.501Z,2016-02-29T19:21:10.501Z
47770.33,Lactobacillus crispatus strain VMC8,,crispatus,47770,WGS,VMC8,,,,2016-01-26T00:00:00Z,26747455,PRJNA290636,SAMN03893606,GCF_001541585.1,,LJON00000000,,Virginia Commonwealth University,,Illumina GAIIx,92.0x,CLC Bio v. 4.1,,,255,255,2332118,36.83,2567,,2225,OHOL,vaginal_human,vaginal,,2010,United States,USA: Virginia,"Human, Homo sapiens",,,,,,,,,,,,,,C,,,,,Comparison of Lactobacillus crispatus strains from healthy women and those with bacterial vaginosis,sample_type:cell culture,2016-02-29T19:27:55.741Z,2016-02-29T19:27:55.741Z
1584.14,Lactobacillus delbrueckii strain Lacto_22L,,delbrueckii,1584,WGS,Lacto_22L,,,,2016-05-28T00:00:00Z,,,,,,FLLT00000000,,,,,,,,,10,10,2188982,51.08,2063,,,OHOL,unknown,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,,,2017-05-30T05:45:06.229Z,2017-05-30T05:45:06.229Z
1585.15,Lactobacillus delbrueckii subsp. bulgaricus,,delbrueckii,1585,WGS,,,,,2016-01-03T00:00:00Z,,PRJEB11306,SAMEA3628664,GCF_001510975.1,,CZPS01000000,,INRA GRIGNON,,,,,,,44,44,1757917,49.84,1918,,1794,OHOL,unknown,,,,,,,,,,,,,,,,,,,,,,,,,"In this study, we sequenced the genome of Lactobacillus delbrueckii subsp. bulgaricus CFL1 by using Illumina MiSeq technology. Gene prediction and annotation were performed using the Integrated Microbial Genomes (IMG) system following the standard operating procedure of the DOE-JGI microbial genome annotation pipeline.",,2016-02-01T18:53:59.922Z,2016-02-01T18:53:59.922Z
353496.3,Lactobacillus delbrueckii subsp. bulgaricus 2038,Lactobacillus delbrueckii subsp. bulgaricus 2038,delbrueckii,353496,Complete,2038,,,,2011-03-03T00:00:00Z,,PRJNA16120,SAMN02603124,GCA_000191165.1,,CP000156,NC_017469.1,Chinese National HGC,complete,,,,1,,,1,1872918,49.68,1957,,1792,OHOL,unknown,,,,,,,,,,,,,,,+,Rod,,,Mesophilic,-,,Facultative,Multiple,,Lactobacillus delbrueckii subsp. bulgaricus strain 2038. This strain (2038) is a yogurt starter culture.,,2014-12-08T22:11:52.717Z,2015-03-16T03:17:09.594Z
390333.7,Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842,Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842,delbrueckii,390333,Complete,,,,,2006-05-26T00:00:00Z,16754859,PRJNA16871,,GCA_000056065.1,,CR954253,NC_008054,Genoscope,complete,,,,1,,,1,1864998,49.7,1942,,1562,OHOL,unknown,,,,,,,,,,,,,,,+,Rod,,,Mesophilic,-,,Facultative,Multiple,,The strain for this project is currently unknown.,,2014-12-08T22:11:52.728Z,2015-03-16T03:17:09.594Z
390333.12,Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 = JCM 1002,,delbrueckii,390333,WGS,JCM 1002,,JCM: 1002,,2015-10-01T00:00:00Z,,PRJDB769,SAMD00000406,GCF_001311275.1,,BBAN01000000,,The University of Tokyo,,Ion PGM,51x,Newbler v. 2.8,,,75,75,1738803,49.83,2756,,,OHOL,unknown,,,,,,,,,,,,,,,,,,,,,,,,,"For the promotion of various studies, we perform genome sequencing of the important 300 microbial organisms to human and the environment.",,2016-01-17T17:14:27.718Z,2016-01-17T17:14:27.718Z
